Date,Dealer,Region,Vehicle_Model,Fuel_Type,Category,Units_Sold,Unit_Price,Customer_Satisfaction_Score,Revenue,Year,Image_URL
2021-11-06,Nissan Auto World,West,Terrano,Petrol,SUV,2,1723946,6.8,3447892,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2023-03-18,Toyota Trust India,North,Camry,Diesel,Sedan,32,1600157,5.9,51205024,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2020-08-17,MG Motors India,West,Astor,Diesel,SUV,6,2082031,6.9,12492186,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2025-09-19,Nexa Maruti Suzuki,Central,Ciaz,Petrol,Sedan,18,1246966,9.4,22445388,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2020-11-09,Volkswagen Prime,East,Virtus,Diesel,Sedan,35,1113155,5.9,38960425,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2024-03-30,Hyundai Motor Plaza,South,i10,Petrol,Hatchback,40,511769,9.0,20470760,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2020-02-10,Mahindra First Choice,West,XUV700,Diesel,SUV,9,2879144,7.1,25912296,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2025-01-21,Mahindra First Choice,North,KUV100,Petrol,Hatchback,12,780629,8.8,9367548,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2024-03-23,Honda Car Hub,South,Amaze,Petrol,Sedan,24,1693112,7.4,40634688,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2025-12-25,Skoda Auto Hub,South,Kushaq,Diesel,SUV,11,1980231,5.4,21782541,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2022-02-08,Renault Drive India,West,Kiger,Petrol,SUV,33,2670108,9.8,88113564,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2023-10-21,Nissan Auto World,North,Terrano,Diesel,SUV,12,1543547,9.8,18522564,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2020-02-24,Nissan Auto World,Central,Magnite,Petrol,SUV,4,2263426,9.5,9053704,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2025-11-17,Hyundai Motor Plaza,North,Creta,Diesel,SUV,2,2464454,7.8,4928908,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2025-01-15,Honda Car Hub,North,Amaze,Diesel,Sedan,16,1486046,8.2,23776736,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2020-08-18,Renault Drive India,North,Kiger,Petrol,SUV,13,2523491,5.7,32805383,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2020-09-30,Tata Motors Autoworld,North,Tiago,Petrol,Hatchback,43,540857,7.9,23256851,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2021-09-07,Jeep Drive Hub,West,Meridian,Diesel,SUV,19,2822138,8.1,53620622,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2023-06-07,Volkswagen Prime,East,Polo,Diesel,Hatchback,39,580910,8.7,22655490,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2023-04-05,Ford India Motors,South,Endeavour,Petrol,SUV,28,2372728,9.9,66436384,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2022-10-27,Toyota Trust India,East,Yaris,Diesel,Sedan,34,1038687,6.6,35315358,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2025-07-03,Hyundai Motor Plaza,Central,i20,Diesel,Hatchback,24,605269,9.9,14526456,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2022-01-08,Mahindra First Choice,Central,Scorpio,Petrol,SUV,30,2259290,6.9,67778700,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2023-12-22,Volkswagen Prime,East,Polo,Electric,Hatchback,47,844707,8.8,39701229,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2025-08-23,Renault Drive India,North,Duster,Petrol,SUV,13,1890368,5.1,24574784,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2020-04-24,Ford India Motors,West,Ecosport,Diesel,SUV,27,1249390,7.1,33733530,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2023-03-23,Nexa Maruti Suzuki,Central,WagonR,Petrol,Hatchback,31,524121,8.0,16247751,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2024-08-25,BYD Electric India,Central,e6,Diesel,Electric,7,2786507,6.1,19505549,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/EV%203D.jpg
2021-12-31,Renault Drive India,Central,Kwid,Electric,Hatchback,27,850403,8.4,22960881,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2020-07-27,Renault Drive India,South,Duster,Diesel,SUV,16,1682958,8.5,26927328,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2024-08-02,Kia Motors Arena,Central,Sonet,Electric,SUV,5,2565566,5.5,12827830,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2024-11-24,Tata Motors Autoworld,Central,Altroz,Diesel,Hatchback,30,706316,6.4,21189480,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2022-11-08,Tata Motors Autoworld,Central,Tiago,Diesel,Hatchback,42,806231,9.8,33861702,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2024-12-18,Volkswagen Prime,Central,Virtus,Diesel,Sedan,11,951439,5.3,10465829,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2024-12-21,Ford India Motors,North,Endeavour,Petrol,SUV,8,2227128,6.3,17817024,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2025-07-30,Ford India Motors,West,Ecosport,Electric,SUV,34,1289964,5.9,43858776,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2021-09-04,Mahindra First Choice,North,Thar,Petrol,SUV,7,1937060,5.0,13559420,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2022-11-02,BYD Electric India,Central,e6,Diesel,Electric,49,2336106,7.3,114469194,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/EV%203D.jpg
2023-03-07,Volkswagen Prime,South,Virtus,Petrol,Sedan,39,1056036,9.2,41185404,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2023-03-02,Kia Motors Arena,East,Seltos,Diesel,SUV,1,1289399,7.1,1289399,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2020-06-10,Toyota Trust India,North,Hyryder,Diesel,SUV,30,1224178,8.9,36725340,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2023-09-02,Skoda Auto Hub,North,Octavia,Diesel,Sedan,34,1609383,5.0,54719022,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2020-07-27,Volkswagen Prime,Central,Polo,Petrol,Hatchback,44,529527,6.6,23299188,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2023-12-01,Skoda Auto Hub,West,Kodiaq,Petrol,SUV,44,2457724,9.9,108139856,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2022-04-04,MG Motors India,Central,Astor,Diesel,SUV,32,1207120,7.9,38627840,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2023-11-28,MG Motors India,East,Gloster,Diesel,SUV,3,1663392,7.3,4990176,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2023-01-24,Nexa Maruti Suzuki,West,Dzire,Electric,Sedan,3,1676859,6.7,5030577,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2022-06-25,Ford India Motors,West,Endeavour,Electric,SUV,20,2714173,7.0,54283460,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2023-03-17,Ford India Motors,West,Endeavour,Petrol,SUV,28,1527156,5.5,42760368,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2020-01-07,Toyota Trust India,East,Camry,Petrol,Sedan,22,1778110,8.8,39118420,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2023-11-04,Mahindra First Choice,West,KUV100,Petrol,Hatchback,37,767365,6.0,28392505,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2024-10-11,Hyundai Motor Plaza,Central,Creta,Diesel,SUV,42,2020617,6.8,84865914,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2025-05-13,Nexa Maruti Suzuki,East,Dzire,Petrol,Sedan,32,982752,7.2,31448064,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2021-12-03,BYD Electric India,West,e6,Petrol,Electric,1,2855805,8.1,2855805,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/EV%203D.jpg
2022-10-15,Ford India Motors,West,Ecosport,Petrol,SUV,47,2113814,6.1,99349258,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2023-11-23,Mahindra First Choice,Central,KUV100,Petrol,Hatchback,20,560776,8.7,11215520,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2023-12-26,Honda Car Hub,Central,Jazz,Diesel,Hatchback,22,507399,7.3,11162778,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2023-02-08,Nissan Auto World,Central,Terrano,Diesel,SUV,25,1996606,7.9,49915150,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2020-08-28,BYD Electric India,North,e6,Diesel,Electric,43,2688025,6.4,115585075,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/EV%203D.jpg
2020-06-17,Nissan Auto World,East,Magnite,Diesel,SUV,26,2896010,7.1,75296260,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2022-07-04,Nexa Maruti Suzuki,South,Swift,Diesel,Hatchback,11,812626,9.9,8938886,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2023-07-01,Honda Car Hub,East,City,Diesel,Sedan,29,1147193,7.6,33268597,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2021-08-23,MG Motors India,West,Hector,Petrol,SUV,39,1240933,5.1,48396387,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2021-08-04,Ford India Motors,East,Endeavour,Electric,SUV,48,2749378,8.5,131970144,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2021-06-02,Renault Drive India,West,Duster,Diesel,SUV,25,2554525,8.5,63863125,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2020-09-24,Nissan Auto World,West,Terrano,Diesel,SUV,16,2990690,9.5,47851040,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2021-11-10,Hyundai Motor Plaza,South,i20,Diesel,Hatchback,12,895589,9.4,10747068,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2023-01-22,Nexa Maruti Suzuki,East,Ciaz,Diesel,Sedan,11,1392063,6.8,15312693,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2025-09-11,Jeep Drive Hub,East,Compass,Diesel,SUV,37,2205352,6.3,81598024,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2025-03-01,Tata Motors Autoworld,East,Tiago,Petrol,Hatchback,18,688437,8.5,12391866,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2024-05-29,Nexa Maruti Suzuki,South,WagonR,Petrol,Hatchback,40,622241,6.8,24889640,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2024-04-25,MG Motors India,Central,Hector,Petrol,SUV,10,2995906,8.0,29959060,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2022-03-08,Skoda Auto Hub,West,Kodiaq,Diesel,SUV,3,1715299,9.1,5145897,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2024-12-15,Honda Car Hub,East,City,Diesel,Sedan,23,1286716,5.4,29594468,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2020-12-26,Mahindra First Choice,West,KUV100,Petrol,Hatchback,4,779272,8.0,3117088,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2020-05-07,Honda Car Hub,North,City,Diesel,Sedan,43,1305535,5.8,56138005,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2022-01-30,Toyota Trust India,West,Fortuner,Diesel,SUV,42,2533090,9.8,106389780,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2025-02-20,Renault Drive India,Central,Duster,Petrol,SUV,27,2387575,6.0,64464525,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2021-07-24,Tata Motors Autoworld,North,Harrier,Diesel,SUV,41,2665462,6.4,109283942,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2022-01-09,Nexa Maruti Suzuki,West,Swift,Diesel,Hatchback,18,614890,9.3,11068020,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2020-04-17,Volkswagen Prime,West,Virtus,Electric,Sedan,41,1610624,7.5,66035584,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2024-01-27,Skoda Auto Hub,South,Kushaq,Diesel,SUV,14,2526580,9.0,35372120,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2020-12-13,Volkswagen Prime,Central,Polo,Diesel,Hatchback,24,577636,5.1,13863264,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2021-03-01,Nexa Maruti Suzuki,North,Swift,Diesel,Hatchback,9,527867,10.0,4750803,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2023-07-06,Volkswagen Prime,West,Polo,Diesel,Hatchback,44,505018,5.3,22220792,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2025-10-25,Jeep Drive Hub,Central,Meridian,Diesel,SUV,28,1465346,9.0,41029688,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2023-07-02,Jeep Drive Hub,East,Compass,Electric,SUV,45,1939448,6.4,87275160,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2020-12-09,Toyota Trust India,North,Camry,Electric,Sedan,48,1383030,6.5,66385440,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2025-05-21,Nissan Auto World,South,Magnite,Petrol,SUV,33,1228761,8.1,40549113,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2024-03-23,Volkswagen Prime,East,Polo,Diesel,Hatchback,10,705146,8.8,7051460,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2022-03-28,MG Motors India,North,Gloster,Petrol,SUV,14,2035768,7.7,28500752,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2021-12-04,BYD Electric India,West,Atto 3,Petrol,Electric,41,3251404,9.4,133307564,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/EV%203D.jpg
2024-03-03,Nissan Auto World,East,Terrano,Diesel,SUV,32,2654594,8.0,84947008,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2023-08-01,MG Motors India,West,Astor,Petrol,SUV,17,1735612,9.7,29505404,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2021-07-01,Skoda Auto Hub,North,Kushaq,Diesel,SUV,3,2005112,9.1,6015336,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2022-03-11,Kia Motors Arena,South,Sonet,Diesel,SUV,8,2918229,7.0,23345832,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2024-01-13,MG Motors India,South,Gloster,Diesel,SUV,43,1285827,9.2,55290561,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2025-08-10,Honda Car Hub,South,City,Petrol,Sedan,21,1375932,5.2,28894572,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2020-04-27,Nissan Auto World,West,Terrano,Diesel,SUV,12,1676829,7.6,20121948,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2023-07-20,Skoda Auto Hub,West,Slavia,Petrol,Sedan,44,1445455,5.8,63600020,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2021-08-25,Jeep Drive Hub,North,Meridian,Petrol,SUV,16,2182035,7.6,34912560,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2023-05-11,Tata Motors Autoworld,South,Altroz,Petrol,Hatchback,49,606939,9.8,29740011,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2023-10-24,Renault Drive India,North,Kwid,Petrol,Hatchback,37,707422,5.1,26174614,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2025-05-04,Nissan Auto World,Central,Magnite,Petrol,SUV,24,2620600,7.3,62894400,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2021-10-04,Kia Motors Arena,Central,Seltos,Petrol,SUV,28,1298560,5.1,36359680,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2022-05-18,Kia Motors Arena,South,Seltos,Petrol,SUV,28,1876170,6.2,52532760,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2020-09-28,BYD Electric India,West,e6,Petrol,Electric,47,3383528,9.0,159025816,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/EV%203D.jpg
2023-05-07,Mahindra First Choice,East,KUV100,Petrol,Hatchback,34,514192,7.2,17482528,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2020-11-21,Volkswagen Prime,East,Polo,Petrol,Hatchback,46,686042,9.7,31557932,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2022-04-13,Skoda Auto Hub,North,Octavia,Diesel,Sedan,34,1372483,9.2,46664422,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2021-03-06,Skoda Auto Hub,North,Kushaq,Petrol,SUV,25,1627481,8.7,40687025,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
